"Symbol"	"Entrez"	"Description"
"Aph1c"	"68318"	"aph1 homolog C, gamma secretase subunit"
"Cd8b1"	"12526"	"CD8 antigen, beta chain 1"
"Brsk2"	"75770"	"BR serine/threonine kinase 2"
"Gm15413"	"791381"	"predicted gene 15413"
"Adh6a"	"69117"	"alcohol dehydrogenase 6A (class V)"
"Jam2"	"67374"	"junction adhesion molecule 2"
"Clec12a"	"232413"	"C-type lectin domain family 12, member a"
"Cfap300"	"234912"	"cilia and flagella associated protein 300"
"Zfta"	"108899"	"zinc finger translocation associated"
"1700069B07Rik"	"-"	"-"
"Lins1"	"72635"	"lines homolog 1"
"Myh7"	"140781"	"myosin, heavy polypeptide 7, cardiac muscle, beta"
"Tmem248"	"71667"	"transmembrane protein 248"
"Gpr141"	"353346"	"G protein-coupled receptor 141"
"Yap1"	"22601"	"yes-associated protein 1"
"Fank1"	"66930"	"fibronectin type 3 and ankyrin repeat domains 1"
"Socs3"	"12702"	"suppressor of cytokine signaling 3"
"E330013P04Rik"	"107376"	"RIKEN cDNA E330013P04 gene"
"Chmp3"	"66700"	"charged multivesicular body protein 3"
"Gm5129"	"332993"	"predicted gene 5129"
"Rnf26"	"213211"	"ring finger protein 26"
"Gsx1"	"14842"	"GS homeobox 1"
"Supt7l"	"72195"	"SPT7-like, STAGA complex gamma subunit"
"Mapk11"	"19094"	"mitogen-activated protein kinase 11"
"Ptprt"	"19281"	"protein tyrosine phosphatase receptor type T"
"Or1j20"	"258942"	"olfactory receptor family 1 subfamily J member 20"
"Spag16"	"66722"	"sperm associated antigen 16"
"Fes"	"14159"	"feline sarcoma oncogene"
"Daw1"	"71227"	"dynein assembly factor with WDR repeat domains 1"
"Gpr21"	"338346"	"G protein-coupled receptor 21"
"Cdh22"	"104010"	"cadherin 22"
"Rpl18-ps2"	"-"	"-"
"Bcl3"	"12051"	"B cell leukemia/lymphoma 3"
"Mterf1b"	"208595"	"mitochondrial transcription termination factor 1b"
"A830005F24Rik"	"442803"	"RIKEN cDNA A830005F24 gene"
"Cd200l1"	"208166"	"CD200 molecule like 1"
"Spaca3"	"75622"	"sperm acrosome associated 3"
"Gm9898"	"-"	"-"
"Mllt11"	"56772"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
"Cib4"	"73259"	"calcium and integrin binding family member 4"
"Prx"	"19153"	"periaxin"
"Arhgap20"	"244867"	"Rho GTPase activating protein 20"
"Styx"	"56291"	"serine/threonine/tyrosine interaction protein"
"Kat2b-ps"	"-"	"-"
"Zfy1"	"22767"	"zinc finger protein 1, Y-linked"
"Gm9899"	"100502829"	"predicted gene 9899"
"Btn2a2"	"238555"	"butyrophilin, subfamily 2, member A2"
"Tas2r136"	"353165"	"taste receptor, type 2, member 136"
"Raet1e"	"379043"	"retinoic acid early transcript 1E"
"Dand5"	"23863"	"DAN domain family member 5, BMP antagonist"
"Ceacam3"	"384557"	"CEA cell adhesion molecule 3"
"Or6d12"	"258019"	"olfactory receptor family 6 subfamily D member 12"
"Ndfip2"	"76273"	"Nedd4 family interacting protein 2"
"Gm12592"	"791413"	"predicted gene 12592"
"Dspp"	"666279"	"dentin sialophosphoprotein"
"Aldh1a1"	"11668"	"aldehyde dehydrogenase family 1, subfamily A1"
"Trmt1l"	"98685"	"tRNA methyltransferase 1 like"
"Or9g19"	"258757"	"olfactory receptor family 9 subfamily G member 19"
"Ddx10"	"77591"	"DEAD box helicase 10"
"Rab4b"	"19342"	"RAB4B, member RAS oncogene family"
"Pom121"	"107939"	"nuclear pore membrane protein 121"
"AI854703"	"243373"	"expressed sequence AI854703"
"Slc22a26"	"236149"	"solute carrier family 22 (organic cation transporter), member 26"
"Nrgn"	"64011"	"neurogranin"
"Sec61b"	"66212"	"SEC61 translocon subunit beta"
"Slamf8"	"74748"	"SLAM family member 8"
"Gatd3a"	"28295"	"glutamine amidotransferase like class 1 domain containing 3A"
"Gas5"	"14455"	"growth arrest specific 5"
"Dis3l2"	"208718"	"DIS3 like 3'-5' exoribonuclease 2"
"Ficd"	"231630"	"FIC domain containing"
"Tarm1"	"245126"	"T cell-interacting, activating receptor on myeloid cells 1"
"Zfp943"	"74670"	"zinc finger prtoein 943"
"2310001K24Rik"	"69517"	"RIKEN cDNA 2310001K24 gene"
"Gm9905"	"-"	"-"
"F730035P03Rik"	"-"	"-"
"Eddm13"	"627821"	"epididymal protein 13"
"Rxfp2"	"140498"	"relaxin/insulin-like family peptide receptor 2"
"Atp6v1e2"	"74915"	"ATPase, H+ transporting, lysosomal V1 subunit E2"
"Trim50"	"215061"	"tripartite motif-containing 50"
"Tas2r107"	"387342"	"taste receptor, type 2, member 107"
"Zfp952"	"240067"	"zinc finger protein 952"
"Or13a1"	"258914"	"olfactory receptor family 13 subfamily A member 1"
"Cacng8"	"81905"	"calcium channel, voltage-dependent, gamma subunit 8"
"Phgdh"	"236539"	"3-phosphoglycerate dehydrogenase"
"Adamts18"	"208936"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18"
"Cbx7"	"52609"	"chromobox 7"
"Hunk"	"26559"	"hormonally upregulated Neu-associated kinase"
"Gm4792"	"215472"	"predicted gene 4792"
"Mapk14"	"26416"	"mitogen-activated protein kinase 14"
"Adamts19"	"240322"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19"
"4930597O21Rik"	"-"	"-"
"Thoc7"	"66231"	"THO complex 7"
"Ggcx"	"56316"	"gamma-glutamyl carboxylase"
"Hhipl2"	"78772"	"hedgehog interacting protein-like 2"
"Hs6st3"	"50787"	"heparan sulfate 6-O-sulfotransferase 3"
"Tg"	"21819"	"thyroglobulin"
"Kdm3a"	"104263"	"lysine (K)-specific demethylase 3A"
"Gm13534"	"-"	"-"
"Tnfaip6"	"21930"	"tumor necrosis factor alpha induced protein 6"
"Tcf4"	"21413"	"transcription factor 4"
"Usp21"	"30941"	"ubiquitin specific peptidase 21"
"Trim60"	"234329"	"tripartite motif-containing 60"
"Gm5444"	"-"	"-"
"Gtsf2"	"223927"	"gametocyte specific factor 2"
"Nrdc"	"230598"	"nardilysin convertase"
"Kcnip1"	"70357"	"Kv channel-interacting protein 1"
"Lgals7"	"16858"	"lectin, galactose binding, soluble 7"
"A530021J07Rik"	"330578"	"Riken cDNA A530021J07 gene"
"Cstf2t"	"83410"	"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
"Gvin-ps6"	"-"	"-"
"6430503K07Rik"	"-"	"-"
"Shisa7"	"232813"	"shisa family member 7"
"Ebf4"	"228598"	"early B cell factor 4"
"3110082I17Rik"	"73212"	"RIKEN cDNA 3110082I17 gene"
"Smagp"	"207818"	"small cell adhesion glycoprotein"
"Ier2"	"15936"	"immediate early response 2"
"Eif3k"	"73830"	"eukaryotic translation initiation factor 3, subunit K"
"4930563E22Rik"	"75304"	"RIKEN cDNA 4930563E22 gene"
"Tanc2"	"77097"	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"Zfand2a"	"100494"	"zinc finger, AN1-type domain 2A"
"A730061H03Rik"	"-"	"-"
"Fate1"	"-"	"-"
"Zfp472"	"224691"	"zinc finger protein 472"
"4930442H23Rik"	"-"	"-"
"Rpia"	"19895"	"ribose 5-phosphate isomerase A"
"Notumos"	"-"	"-"
"Gm9913"	"-"	"-"
"Sh3pxd2a"	"14218"	"SH3 and PX domains 2A"
"Gykl1"	"14625"	"glycerol kinase-like 1"
"Tll1"	"21892"	"tolloid-like"
"Gm9915"	"-"	"-"
"Dennd4a"	"102442"	"DENN domain containing 4A"
"Aldh7a1"	"110695"	"aldehyde dehydrogenase family 7, member A1"
"Plxnb1"	"235611"	"plexin B1"
"Gper1"	"76854"	"G protein-coupled estrogen receptor 1"
"Krt42"	"68239"	"keratin 42"
"Tgm5"	"74176"	"transglutaminase 5"
"Defb40"	"360217"	"defensin beta 40"
"Kics2"	"270802"	"KICSTOR subunit 2"
"Mast1"	"56527"	"microtubule associated serine/threonine kinase 1"
"Defb37"	"353320"	"defensin beta 37"
"Nebl"	"74103"	"nebulette"
"4732471J01Rik"	"654804"	"RIKEN cDNA 4732471J01 gene"
"Dusp7"	"235584"	"dual specificity phosphatase 7"
"Klk1b26"	"16618"	"kallikrein 1-related petidase b26"
"Vmn2r43"	"381838"	"vomeronasal 2, receptor 43"
"Spinkl"	"77424"	"serine protease inhibitor, Kazal type-like"
"Tmem39b"	"230770"	"transmembrane protein 39b"
"Gm6457"	"-"	"-"
"Gm5114"	"100043467"	"predicted gene 5114"
"Ptrh1"	"329384"	"peptidyl-tRNA hydrolase 1 homolog"
"Sox14"	"20669"	"SRY (sex determining region Y)-box 14"
"Gm9920"	"100503794"	"predicted gene 9920"
"Chd8"	"67772"	"chromodomain helicase DNA binding protein 8"
"Oas1f"	"243262"	"2'-5' oligoadenylate synthetase 1F"
"Chchd3"	"66075"	"coiled-coil-helix-coiled-coil-helix domain containing 3"
"Lysmd1"	"217779"	"LysM, putative peptidoglycan-binding, domain containing 1"
"Rdh8"	"235033"	"retinol dehydrogenase 8"
"Ubxn7"	"224111"	"UBX domain protein 7"
"Liat1"	"74230"	"ligand of ATE1"
"Defb38"	"360212"	"defensin beta 38"
"Krt16"	"16666"	"keratin 16"
"Exoc6"	"107371"	"exocyst complex component 6"
"Grwd1"	"101612"	"glutamate-rich WD repeat containing 1"
"Or11g2"	"257884"	"olfactory receptor family 11 subfamily G member 2"
"Camk2d"	"108058"	"calcium/calmodulin-dependent protein kinase II, delta"
"Bcl2a1c"	"12046"	"B cell leukemia/lymphoma 2 related protein A1c"
"Gm9922"	"-"	"-"
"Ppfia2"	"327814"	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2"
"Gm9923"	"-"	"-"
"H2-T24"	"15042"	"histocompatibility 2, T region locus 24"
"Nudcd3"	"209586"	"NudC domain containing 3"
"Txlna"	"109658"	"taxilin alpha"
"Lipg"	"16891"	"lipase, endothelial"
"Adgrg4"	"236798"	"adhesion G protein-coupled receptor G4"
"Dnajc5g"	"231098"	"DnaJ heat shock protein family (Hsp40) member C5 gamma"
"Slc51b"	"330962"	"solute carrier family 51, beta subunit"
"Mepe"	"94111"	"matrix extracellular phosphoglycoprotein with ASARM motif (bone)"
"Gm5142"	"380907"	"predicted gene 5142"
"Fpgt"	"75540"	"fucose-1-phosphate guanylyltransferase"
"Aym1"	"503692"	"activator of yeast meiotic promoters 1"
"Srcap"	"100043597"	"Snf2-related CREBBP activator protein"
"Sh2d4a"	"72281"	"SH2 domain containing 4A"
"Kirrel3os"	"-"	"-"
"4933409G03Rik"	"227998"	"RIKEN cDNA 4933409G03 gene"
"Slc39a8"	"67547"	"solute carrier family 39 (metal ion transporter), member 8"
"Ech1"	"51798"	"enoyl coenzyme A hydratase 1, peroxisomal"
"Mat2a"	"232087"	"methionine adenosyltransferase II, alpha"
"Rhox10"	"434769"	"reproductive homeobox 10"
"Kdm4d"	"244694"	"lysine (K)-specific demethylase 4D"
"Nanp"	"67311"	"N-acetylneuraminic acid phosphatase"
"Gm9929"	"-"	"-"
"Shisa6"	"380702"	"shisa family member 6"
"Cnn3"	"71994"	"calponin 3, acidic"
"Adnp2"	"240442"	"ADNP homeobox 2"
"Gm12474"	"-"	"-"
"Ang5"	"11730"	"angiogenin, ribonuclease A family, member 5"
"Stum"	"381310"	"mechanosensory transduction mediator"
"Lgals4"	"16855"	"lectin, galactose binding, soluble 4"
"Pde5a"	"242202"	"phosphodiesterase 5A, cGMP-specific"
"Cd8a"	"12525"	"CD8 antigen, alpha chain"
"A730045E13Rik"	"-"	"-"
"Gm9930"	"-"	"-"
"Zfp14"	"243906"	"zinc finger protein 14"
"Tusc1"	"69136"	"tumor suppressor candidate 1"
"Tdrd9"	"74691"	"tudor domain containing 9"
"Mill1"	"266815"	"MHC I like leukocyte 1"
"D630008O14Rik"	"-"	"-"
"Ndst1"	"15531"	"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
"Tmem179"	"104885"	"transmembrane protein 179"
"Sirt5"	"68346"	"sirtuin 5"
"Nt5dc3"	"103466"	"5'-nucleotidase domain containing 3"
"Rdh18-ps"	"-"	"-"
"Adam39"	"546055"	"a disintegrin and metallopeptidase domain 39"
"Tceal5"	"331532"	"transcription elongation factor A (SII)-like 5"
"Or11m3"	"258502"	"olfactory receptor family 11 subfamily M member 3"
"Klk13"	"626834"	"kallikrein related-peptidase 13"
"Ercc6"	"319955"	"excision repair cross-complementing rodent repair deficiency, complementation group 6"
"Rdh19"	"216453"	"retinol dehydrogenase 19"
"Or13g1"	"258196"	"olfactory receptor family 13 subfamily G member 1"
"A930004D18Rik"	"77940"	"RIKEN cDNA A930004D18 gene"
"Gm9934"	"-"	"-"
"Pkp3"	"56460"	"plakophilin 3"
"6030452D12Rik"	"-"	"-"
"Iigp1"	"60440"	"interferon inducible GTPase 1"
"Skida1"	"72668"	"SKI/DACH domain containing 1"
"Utp18"	"217109"	"UTP18 small subunit processome component"
"Capn12"	"60594"	"calpain 12"
"Fbxw28"	"668758"	"F-box and WD-40 domain protein 28"
"1810037I17Rik"	"67704"	"RIKEN cDNA 1810037I17 gene"
"Slc25a40"	"319653"	"solute carrier family 25, member 40"
"Nlrp9a"	"233001"	"NLR family, pyrin domain containing 9A"
"Try4"	"22074"	"trypsin 4"
"Skp2"	"27401"	"S-phase kinase-associated protein 2"
"E130116L18Rik"	"-"	"-"
"Zdhhc25"	"70073"	"zinc finger, DHHC domain containing 25"
"H2-T3"	"15043"	"histocompatibility 2, T region locus 3"
"Umodl1"	"52020"	"uromodulin-like 1"
"A430110L20Rik"	"-"	"-"
"Adm2"	"223780"	"adrenomedullin 2"
"Or1m1"	"18322"	"olfactory receptor family 1 subfamily M member 1"
"Vmn1r236"	"171235"	"vomeronasal 1 receptor 236"
"Krt15"	"16665"	"keratin 15"
"Syne3"	"212073"	"spectrin repeat containing, nuclear envelope family member 3"
"Gm4894"	"235327"	"predicted gene 4894"
"Nkx2-4"	"228731"	"NK2 homeobox 4"
"Fam83e"	"73813"	"family with sequence similarity 83, member E"
"Spock3"	"72902"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3"
"Ceacam10"	"26366"	"CEA cell adhesion molecule 10"
"A930012O16Rik"	"-"	"-"
"Klf1"	"16596"	"Kruppel-like transcription factor 1 (erythroid)"
"Cthrc1"	"68588"	"collagen triple helix repeat containing 1"
"Gon4l"	"76022"	"gon-4-like (C.elegans)"
"Ffar4"	"107221"	"free fatty acid receptor 4"
"Ifi205"	"226695"	"interferon activated gene 205"
"Alkal2"	"100294583"	"ALK and LTK ligand 2"
"Gzmm"	"16904"	"granzyme M (lymphocyte met-ase 1)"
"Sprr2k"	"20765"	"small proline-rich protein 2K"
"Tprkb"	"69786"	"Tp53rk binding protein"
"Or5p4"	"258927"	"olfactory receptor family 5 subfamily P member 4"
"Fra10ac1"	"70567"	"FRA10AC1 homolog (human)"
"Gm9939"	"-"	"-"
"Fgfr3"	"14184"	"fibroblast growth factor receptor 3"
"Msi1"	"17690"	"musashi RNA-binding protein 1"
"Gm5082"	"-"	"-"
"Lifr"	"16880"	"LIF receptor alpha"
"Serpinb9d"	"20726"	"serine (or cysteine) peptidase inhibitor, clade B, member 9d"
"Zscan4c"	"245109"	"zinc finger and SCAN domain containing 4C"
"Arfgap3"	"66251"	"ADP-ribosylation factor GTPase activating protein 3"
"Prr14l"	"215476"	"proline rich 14-like"
"P2ry10b"	"213438"	"purinergic receptor P2Y, G-protein coupled 10B"
"Eapp"	"66266"	"E2F-associated phosphoprotein"
"Cpsf3"	"54451"	"cleavage and polyadenylation specificity factor 3"
"Obox1"	"71468"	"oocyte specific homeobox 1"
"Mrps21"	"66292"	"mitochondrial ribosomal protein S21"
"Lrrc36"	"270091"	"leucine rich repeat containing 36"
"Taf4b"	"72504"	"TATA-box binding protein associated factor 4b"
"Lce3a"	"545548"	"late cornified envelope 3A"
"Kcnn4"	"16534"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
"4930553M12Rik"	"-"	"-"
"Bsx"	"244813"	"brain specific homeobox"
"Lexm"	"242602"	"lymphocyte expansion molecule"
"Rhob"	"11852"	"ras homolog family member B"
"Zfp747"	"269997"	"zinc finger protein 747"
"Pnma1"	"70481"	"paraneoplastic antigen MA1"
"Ceacam2"	"26367"	"CEA cell adhesion molecule 2"
"Mdm4"	"17248"	"transformed mouse 3T3 cell double minute 4"
"4930517O19Rik"	"-"	"-"
"Cklf"	"75458"	"chemokine-like factor"
"Slfn5"	"327978"	"schlafen 5"
"Dnajc8"	"68598"	"DnaJ heat shock protein family (Hsp40) member C8"
"Or3a1d"	"258704"	"olfactory receptor family 3 subfamily A member 1D"
"Spcs3"	"76687"	"signal peptidase complex subunit 3 homolog (S. cerevisiae)"
"Tmem74"	"239408"	"transmembrane protein 74"
"Gm4793"	"-"	"-"
"Slc30a7"	"66500"	"solute carrier family 30 (zinc transporter), member 7"
"Cyp3a44"	"337924"	"cytochrome P450, family 3, subfamily a, polypeptide 44"
"2900041M22Rik"	"-"	"-"
"Fabp1"	"14080"	"fatty acid binding protein 1, liver"
"Cadps"	"27062"	"Ca2+-dependent secretion activator"
"A930005H10Rik"	"68161"	"RIKEN cDNA A930005H10 gene"
"Atp5if1"	"11983"	"ATP synthase inhibitory factor subunit 1"
"Or2q1"	"258437"	"olfactory receptor family 2 subfamily Q member 1"
"Tmem120b"	"330189"	"transmembrane protein 120B"
"Gimap4"	"107526"	"GTPase, IMAP family member 4"
"Cpa1"	"109697"	"carboxypeptidase A1, pancreatic"
"Gm9945"	"-"	"-"
"Tle5"	"14797"	"TLE family member 5, transcriptional modulator"
"Sytl5"	"236643"	"synaptotagmin-like 5"
"Vapb"	"56491"	"vesicle-associated membrane protein, associated protein B and C"
"9430021M05Rik"	"-"	"-"
"Vsnl1"	"26950"	"visinin-like 1"
"Lclat1"	"225010"	"lysocardiolipin acyltransferase 1"
"Thnsl2"	"232078"	"threonine synthase-like 2 (bacterial)"
"Kcnn2"	"140492"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2"
"Tmem62"	"96957"	"transmembrane protein 62"
"Gm9946"	"330403"	"predicted gene 9946"
"Gm9947"	"-"	"-"
"Tas2r130"	"387355"	"taste receptor, type 2, member 130"
"Or6f1"	"258614"	"olfactory receptor family 6 subfamily F member 1"
"Dedd2"	"67379"	"death effector domain-containing DNA binding protein 2"
"Parp4"	"328417"	"poly (ADP-ribose) polymerase family, member 4"
"Gm14461"	"329436"	"predicted gene 14461"
"Atad3aos"	"70448"	"ATPase family, AAA domain containing 3A, opposite strand"
"Trim65"	"338364"	"tripartite motif-containing 65"
"Zfp867"	"237775"	"zinc finger protein 867"
"Sh3bp2"	"24055"	"SH3-domain binding protein 2"
"Ms4a5"	"269063"	"membrane-spanning 4-domains, subfamily A, member 5"
"Or9q1"	"258097"	"olfactory receptor family 9 subfamily Q member 1"
"Tmprss11e"	"243084"	"transmembrane protease, serine 11e"
"Ugt1a6a"	"94284"	"UDP glucuronosyltransferase 1 family, polypeptide A6A"
"Adam12"	"11489"	"a disintegrin and metallopeptidase domain 12 (meltrin alpha)"
"Gm4876"	"232599"	"predicted gene 4876"
"Usp17la"	"13531"	"ubiquitin specific peptidase 17-like A"
"Pla2r1"	"18779"	"phospholipase A2 receptor 1"
"Pabpc1l"	"381404"	"poly(A) binding protein, cytoplasmic 1-like"
"Gm9949"	"225609"	"predicted gene 9949"
"Oscar"	"232790"	"osteoclast associated receptor"
"9130230L23Rik"	"231253"	"RIKEN cDNA 9130230L23 gene"
"Cggbp1"	"106143"	"CGG triplet repeat binding protein 1"
"Kdm2a"	"225876"	"lysine (K)-specific demethylase 2A"
"Mgmt"	"17314"	"O-6-methylguanine-DNA methyltransferase"
"Gm9951"	"-"	"-"
"Tmt1a"	"70152"	"thiol methyltransferase 1A1"
"D730045B01Rik"	"-"	"-"
"Xlr"	"22441"	"X-linked lymphocyte-regulated"
"Ugt2b5"	"22238"	"UDP glucuronosyltransferase 2 family, polypeptide B5"
"Slc8a1"	"20541"	"solute carrier family 8 (sodium/calcium exchanger), member 1"
"Mmrn1"	"70945"	"multimerin 1"
"Zfp869"	"66869"	"zinc finger protein 869"
"Pm20d2"	"242377"	"peptidase M20 domain containing 2"
"Ano9"	"71345"	"anoctamin 9"
"Or10h28"	"258939"	"olfactory receptor family 10 subfamily H member 28"
"Irs4"	"16370"	"insulin receptor substrate 4"
"Scart2"	"244234"	"scavenger receptor family member expressed on T cells 2"
"Tmem119"	"231633"	"transmembrane protein 119"
"1600014C10Rik"	"72244"	"RIKEN cDNA 1600014C10 gene"
"Srsf12"	"272009"	"serine and arginine-rich splicing factor 12"
"Emcn"	"59308"	"endomucin"
"Adam10"	"11487"	"a disintegrin and metallopeptidase domain 10"
"Ap1s3"	"252903"	"adaptor-related protein complex AP-1, sigma 3"
"Ankrd24"	"70615"	"ankyrin repeat domain 24"
"Zscan22"	"232878"	"zinc finger and SCAN domain containing 22"
"Zfp771"	"244216"	"zinc finger protein 771"
"Hmgb2"	"97165"	"high mobility group box 2"
"Lrrc8c"	"100604"	"leucine rich repeat containing 8 family, member C"
"Vmac"	"106639"	"vimentin-type intermediate filament associated coiled-coil protein"
"1700013H16Rik"	"75514"	"RIKEN cDNA 1700013H16 gene"
"Phactr1"	"218194"	"phosphatase and actin regulator 1"
"Msra"	"110265"	"methionine sulfoxide reductase A"
"Zfp182"	"319535"	"zinc finger protein 182"
"Gm9955"	"-"	"-"
"Abca15"	"320631"	"ATP-binding cassette, sub-family A (ABC1), member 15"
"Fsd1l"	"319636"	"fibronectin type III and SPRY domain containing 1-like"
"AU018091"	"245128"	"expressed sequence AU018091"
"Akr1c20"	"116852"	"aldo-keto reductase family 1, member C20"
"Krtap5-2"	"71623"	"keratin associated protein 5-2"
"Defb42"	"619548"	"defensin beta 42"
"Mtnr1a"	"17773"	"melatonin receptor 1A"
"Set"	"56086"	"SET nuclear oncogene"
"Kctd18"	"51960"	"potassium channel tetramerisation domain containing 18"
"Fgf2os"	"-"	"-"
"Klhl18"	"270201"	"kelch-like 18"
"Cadm4"	"260299"	"cell adhesion molecule 4"
"Actn4"	"60595"	"actinin alpha 4"
"Usp46"	"69727"	"ubiquitin specific peptidase 46"
"1700041G16Rik"	"-"	"-"
"Nsd3"	"234135"	"nuclear receptor binding SET domain protein 3"
"Cyp2c50"	"107141"	"cytochrome P450, family 2, subfamily c, polypeptide 50"
"Elp6"	"72341"	"elongator acetyltransferase complex subunit 6"
"Atrnl1"	"226255"	"attractin like 1"
"Smim10l2a"	"320237"	"small integral membrane protein 10 like 2A"
"Rnd1"	"223881"	"Rho family GTPase 1"
"Tafa5"	"106014"	"TAFA chemokine like family member 5"
"Tmem158"	"72309"	"transmembrane protein 158"
"Pcnx3"	"104401"	"pecanex homolog 3"
"4930578G10Rik"	"-"	"-"
"Dsp"	"109620"	"desmoplakin"
"Or2b7"	"404335"	"olfactory receptor family 2 subfamily B member 7"
"Txk"	"22165"	"TXK tyrosine kinase"
